   0.0,   1.3622614282203007E-07, -3.2514238758349388E-07, -2.3445867747748201E-06, -1.7268379359916167E-09,  4.1215892768217468E-09,  1.4494347718145997E-09
  10.0,   1.2577693529637625E-07, -2.9534047142556937E-07, -2.3480360738366082E-06, -1.7437513126124218E-09,  4.0945530553942956E-09,  1.5103387133911322E-09
  20.0,   1.1500115230439521E-07, -2.6569936627077376E-07, -2.3511505064526454E-06, -1.7601129433710887E-09,  4.0665757190053056E-09,  1.5707544490344928E-09
  30.0,   1.0390128909628306E-07, -2.3622780533781921E-07, -2.3539327485933489E-06, -1.7759128480357424E-09,  4.0376784370207326E-09,  1.6306686264424805E-09
  40.0,   9.2479969290734065E-08, -2.0693444990398080E-07, -2.3563855754911320E-06, -1.7911414521783594E-09,  4.0078827225982113E-09,  1.6900682633168679E-09
  50.0,   8.0739943980938505E-08, -1.7782788625272459E-07, -2.3585118604831834E-06, -1.8057895932308974E-09,  3.9772104183925295E-09,  1.7489407516120257E-09
  60.0,   6.8684090793914681E-08, -1.4891662264893890E-07, -2.3603145738195394E-06, -1.8198485262692882E-09,  3.9456836820890387E-09,  1.8072738615358251E-09
  70.0,   5.6315412903536289E-08, -1.2020908634292659E-07, -2.3617967814368920E-06, -1.8333099295215861E-09,  3.9133249717745811E-09,  1.8650557453008354E-09
  80.0,   4.3637037997604843E-08, -9.1713620604218282E-08, -2.3629616436985895E-06, -1.8461659095967726E-09,  3.8801570311553577E-09,  1.9222749406241056E-09
  90.0,   3.0652217199325224E-08, -6.3438481786250008E-08, -2.3638124141012870E-06, -1.8584090064308432E-09,  3.8462028746312461E-09,  1.9789203739739860E-09
 100.0,   1.7364323943613103E-08, -3.5391836423053826E-08, -2.3643524379487272E-06, -1.8700321979470203E-09,  3.8114857722363754E-09,  2.0349813635624173E-09
 110.0,   3.7768528085868940E-09, -7.5817583588928843E-09, -2.3645851509931448E-06, -1.8810289044271456E-09,  3.7760292344555421E-09,  2.0904476220816646E-09
 120.0,  -1.0106581697279997E-08,  1.9983774088004135E-08, -2.3645140780447835E-06, -1.8913929925914219E-09,  3.7398569969264159E-09,  2.1453092591841645E-09
 130.0,  -2.4282246391936982E-08,  4.7296880926647948E-08, -2.3641428315500462E-06, -1.9011187793839255E-09,  3.7029930050373392E-09,  2.1995567837046946E-09
 140.0,  -3.8746290720014561E-08,  7.4349783258427073E-08, -2.3634751101388080E-06, -1.9102010354615060E-09,  3.6654613984306724E-09,  2.2531811056241344E-09
 150.0,  -5.3494748096056682E-08,  1.0113480600511118E-07, -2.3625146971414012E-06, -1.9186349883837972E-09,  3.6272864954217364E-09,  2.3061735377740642E-09
 160.0,  -6.8523537290285166E-08,  1.2764438059881873E-07, -2.3612654590758517E-06, -1.9264163255023825E-09,  3.5884927773433203E-09,  2.3585257972819846E-09
 170.0,  -8.3828463856365569E-08,  1.5387104763292009E-07, -2.3597313441059039E-06, -1.9335411965472636E-09,  3.5491048728259055E-09,  2.4102300067567507E-09
 180.0,  -9.9405221600648152E-08,  1.7980745947290483E-07, -2.3579163804703922E-06, -1.9400062159089677E-09,  3.5091475420236951E-09,  2.4612786952141365E-09
 190.0,  -1.1524939409239264E-07,  2.0544638282634126E-07, -2.3558246748845644E-06, -1.9458084646149416E-09,  3.4686456607966131E-09,  2.5116647987427341E-09
 200.0,  -1.3135645621438665E-07,  2.3078070127092257E-07, -2.3534604109139280E-06, -1.9509454919989230E-09,  3.4276242048584175E-09,  2.5613816609103036E-09
 210.0,  -1.4772177575340469E-07,  2.5580341773970726E-07, -2.3508278473211918E-06, -1.9554153170622777E-09,  3.3861082339011568E-09,  2.6104230329109762E-09
 220.0,  -1.6434061502995131E-07,  2.8050765696268490E-07, -2.3479313163869773E-06, -1.9592164295265005E-09,  3.3441228757061375E-09,  2.6587830734540246E-09
 230.0,  -1.8120813256668655E-07,  3.0488666786376953E-07, -2.3447752222048410E-06, -1.9623477905762072E-09,  3.3016933102515779E-09,  2.7064563483948493E-09
 240.0,  -1.9831938479490157E-07,  3.2893382591231105E-07, -2.3413640389512937E-06, -1.9648088332921903E-09,  3.2588447538272069E-09,  2.7534378301090431E-09
 250.0,  -2.1566932779846084E-07,  3.5264263542833507E-07, -2.3377023091314056E-06, -1.9665994627743219E-09,  3.2156024431659317E-09,  2.7997228966107011E-09
 260.0,  -2.3325281909457764E-07,  3.7600673184067315E-07, -2.3337946418006765E-06, -1.9677200559542623E-09,  3.1719916196027164E-09,  2.8453073304162309E-09
 270.0,  -2.5106461945074646E-07,  3.9901988389712370E-07, -2.3296457107638095E-06, -1.9681714610981548E-09,  3.1280375132709010E-09,  2.8901873171549623E-09
 280.0,  -2.6909939473718973E-07,  4.2167599582587521E-07, -2.3252602527510389E-06, -1.9679549969996409E-09,  3.0837653273459642E-09,  2.9343594439281783E-09
 290.0,  -2.8735171781415030E-07,  4.4396910944741606E-07, -2.3206430655727083E-06, -1.9670724518638293E-09,  3.0392002223469010E-09,  2.9778206974183041E-09
 300.0,  -3.0581607045334416E-07,  4.6589340623616567E-07, -2.3157990062527461E-06, -1.9655260818829417E-09,  2.9943673005051346E-09,  3.0205684617501419E-09
 310.0,  -3.2448684529287022E-07,  4.8744320933107725E-07, -2.3107329891417436E-06, -1.9633186095046193E-09,  2.9492915902109994E-09,  3.0626005161061647E-09
 320.0,  -3.4335834782486579E-07,  5.0861298549448934E-07, -2.3054499840103216E-06, -1.9604532213940777E-09,  2.9039980305477247E-09,  3.1039150320980925E-09
 330.0,  -3.6242479841518487E-07,  5.2939734701851378E-07, -2.2999550141234818E-06, -1.9569335660914601E-09,  2.8585114559227479E-09,  3.1445105708970751E-09
 340.0,  -3.8168033435437731E-07,  5.4979105357829317E-07, -2.2942531542966499E-06, -1.9527637513659628E-09,  2.8128565808061274E-09,  3.1843860801250469E-09
 350.0,  -4.0111901193920738E-07,  5.6978901403143466E-07, -2.2883495289341340E-06, -1.9479483412685122E-09,  2.7670579845858085E-09,  3.2235408905098686E-09
 360.0,  -4.2073480858397369E-07,  5.8938628816300127E-07, -2.2822493100506935E-06, -1.9424923528849151E-09,  2.7211400965493230E-09,  3.2619747123070813E-09
 370.0,  -4.4052162496084659E-07,  6.0857808837540554E-07, -2.2759577152769704E-06, -1.9364012527916858E-09,  2.6751271810014894E-09,  3.2996876314912551E-09
 380.0,  -4.6047328716845718E-07,  6.2735978132261741E-07, -2.2694800058494934E-06, -1.9296809532168543E-09,  2.6290433225275556E-09,  3.3366801057199996E-09
 390.0,  -4.8058354892794200E-07,  6.4572688948808510E-07, -2.2628214845860072E-06, -1.9223378079083143E-09,  2.5829124114111101E-09,  3.3729529600739193E-09
 400.0,  -5.0084609380565269E-07,  6.6367509270581673E-07, -2.2559874938468444E-06, -1.9143786077124142E-09,  2.5367581292160003E-09,  3.4085073825758762E-09
 410.0,  -5.2125453746171663E-07,  6.8120022962406235E-07, -2.2489834134831280E-06, -1.9058105758657680E-09,  2.4906039345414346E-09,  3.4433449194931503E-09
 420.0,  -5.4180242992363857E-07,  6.9829829911108448E-07, -2.2418146587725071E-06, -1.8966413630032902E-09,  2.4444730489591744E-09,  3.4774674704260845E-09
 430.0,  -5.6248325788410806E-07,  7.1496546160250301E-07, -2.2344866783432200E-06, -1.8868790418858211E-09,  2.3983884431417843E-09,  3.5108772831870881E-09
 440.0,  -5.8329044702218926E-07,  7.3119804038973984E-07, -2.2270049520872196E-06, -1.8765321018507639E-09,  2.3523728231906407E-09,  3.5435769484738879E-09
 450.0,  -6.0421736434704090E-07,  7.4699252284910043E-07, -2.2193749890631473E-06, -1.8656094429894023E-09,  2.3064486171723568E-09,  3.5755693943411612E-09
 460.0,  -6.2525732056331529E-07,  7.6234556161104511E-07, -2.2116023253898960E-06, -1.8541203700546994E-09,  2.2606379618720443E-09,  3.6068578804746186E-09
 470.0,  -6.4640357245738964E-07,  7.7725397566925648E-07, -2.2036925221315615E-06, -1.8420745861035887E-09,  2.2149626897717910E-09,  3.6374459922720222E-09
 480.0,  -6.6764932530353475E-07,  7.9171475142906540E-07, -2.1956511631745370E-06, -1.8294821858779175E-09,  2.1694443162624887E-09,  3.6673376347353971E-09
 490.0,  -6.8898773528919089E-07,  8.0572504369492221E-07, -2.1874838530975265E-06, -1.8163536489283943E-09,  2.1241040270970718E-09,  3.6965370261791725E-09
 500.0,  -7.1041191195841473E-07,  8.1928217659649402E-07, -2.1791962150352719E-06, -1.8026998324860099E-09,  2.0789626660929742E-09,  3.7250486917587268E-09
 510.0,  -7.3191492067265994E-07,  8.3238364445312210E-07, -2.1707938885367668E-06, -1.7885319640856647E-09,  2.0340407230915694E-09,  3.7528774568243306E-09
 520.0,  -7.5348978508796720E-07,  8.4502711257628760E-07, -2.1622825274187255E-06, -1.7738616339467264E-09,  1.9893583221819786E-09,  3.7800284401051900E-09
 530.0,  -7.7512948964767562E-07,  8.5721041800983397E-07, -2.1536677976151248E-06, -1.7587007871156255E-09,  1.9449352101967603E-09,  3.8065070467287122E-09
 540.0,  -7.9682698208974810E-07,  8.6893157020766539E-07, -2.1449553750235621E-06, -1.7430617153755200E-09,  1.9007907454864830E-09,  3.8323189610800412E-09
 550.0,  -8.1857517596779616E-07,  8.8018875164869004E-07, -2.1361509433492626E-06, -1.7269570489283760E-09,  1.8569438869802400E-09,  3.8574701395070505E-09
 560.0,  -8.4036695318490476E-07,  8.9098031838880622E-07, -2.1272601919474818E-06, -1.7103997478549016E-09,  1.8134131835388641E-09,  3.8819668028761506E-09
 570.0,  -8.6219516653932760E-07,  9.0130480054972343E-07, -2.1182888136651238E-06, -1.6934030933578622E-09,  1.7702167636074006E-09,  3.9058154289842319E-09
 580.0,  -8.8405264228107886E-07,  9.1116090274443122E-07, -2.1092425026823417E-06, -1.6759806787945767E-09,  1.7273723251733278E-09,  3.9290227448321558E-09
 590.0,  -9.0593218267857751E-07,  9.2054750443921948E-07, -2.1001269523549385E-06, -1.6581464005043988E-09,  1.6848971260365995E-09,  3.9515957187655250E-09
 600.0,  -9.2782656859437388E-07,  9.2946366025209929E-07, -2.0909478530583085E-06, -1.6399144484371710E-09,  1.6428079743975096E-09,  3.9735415524882461E-09
 610.0,  -9.4972856206900539E-07,  9.3790860018751321E-07, -2.0817108900337456E-06, -1.6212992965887629E-09,  1.6011212197681390E-09,  3.9948676729545850E-09
 620.0,  -9.7163090891211095E-07,  9.4588172980730755E-07, -2.0724217412378882E-06, -1.6023156932499694E-09,  1.5598527442129470E-09,  4.0155817241456453E-09
